Person_ID,Income,Income Group,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Rent % of Income
PID_10481,"₹72,701.58",High,23,0,Professional,Tier_2,"₹14,540.32",₹0.00,"₹2,546.59","₹8,671.42","₹4,429.11","₹2,114.61","₹2,398.60","₹4,494.77","₹2,251.98",₹0.00,₹939.49,11.40%,"₹8,285.56","₹30,314.69","₹2,018.82",₹488.18,₹310.47,₹709.86,₹924.58,₹27.70,₹0.00,₹98.80,20.00%
PID_10482,"₹24,643.64",Low,50,1,Self_Employed,Tier_2,"₹4,928.73",₹0.00,₹678.01,"₹3,225.69","₹1,875.49",₹898.17,₹996.84,"₹1,593.76",₹764.32,"₹1,638.66",₹394.52,8.68%,"₹2,139.59","₹7,649.46",₹722.80,₹328.55,₹174.64,₹188.16,₹172.38,₹8.09,₹54.09,₹25.32,20.00%
PID_10483,"₹10,288.82",Low,47,4,Retired,Tier_1,"₹3,086.65",₹0.00,₹330.37,"₹1,246.50",₹597.56,₹471.74,₹494.19,₹536.19,₹471.40,₹824.36,₹157.35,6.01%,₹618.58,"₹2,072.52",₹64.46,₹73.50,₹62.15,₹122.50,₹91.48,₹1.06,₹8.05,₹26.29,30.00%
PID_10484,"₹48,956.62",Middle,51,1,Professional,Tier_1,"₹14,686.99",₹0.00,"₹2,394.09","₹5,653.55","₹3,339.71","₹1,048.04","₹1,165.88","₹3,196.94","₹1,469.05","₹4,625.12",₹592.36,11.44%,"₹5,598.66","₹10,784.90",₹792.69,₹839.25,₹127.47,₹313.57,₹659.63,₹31.18,₹223.15,₹59.27,30.00%
PID_10485,"₹47,305.61",Middle,22,1,Self_Employed,Tier_1,"₹14,191.68",₹0.00,"₹1,211.70","₹6,488.16","₹3,193.56","₹2,304.14","₹1,093.63","₹2,310.21","₹2,013.57","₹3,368.25","₹1,223.20",12.24%,"₹5,790.55","₹9,907.50",₹680.70,₹337.22,₹593.59,₹266.38,₹314.16,₹95.76,₹166.41,₹265.32,30.00%
PID_10486,"₹31,770.31",Middle,33,3,Student,Tier_2,"₹6,354.06",₹0.00,₹929.36,"₹4,735.20","₹2,092.34","₹1,487.22",₹810.93,"₹1,768.44","₹1,176.89","₹3,056.55",₹766.76,5.35%,"₹1,701.28","₹8,592.55",₹472.04,₹544.66,₹408.03,₹73.55,₹368.12,₹54.31,₹77.73,₹139.23,20.00%
PID_10487,"₹24,712.20",Low,29,0,Retired,Tier_1,"₹7,413.66","₹4,286.40",₹875.01,"₹3,029.44","₹1,762.97",₹659.08,₹919.42,"₹1,364.89","₹1,131.77",₹0.00,₹495.57,7.56%,"₹1,868.79","₹2,773.98",₹605.99,₹256.34,₹146.80,₹235.20,₹364.36,₹38.80,₹0.00,₹142.09,30.00%
PID_10488,"₹64,777.99",Middle,29,4,Student,Tier_2,"₹12,955.60","₹10,080.82","₹2,122.09","₹8,265.04","₹4,560.55","₹1,639.35","₹2,569.19","₹4,513.14","₹2,645.04","₹6,378.58","₹1,279.05",13.83%,"₹7,769.53","₹7,769.53","₹2,432.71",₹835.23,₹160.01,₹614.88,"₹1,196.91",₹12.70,₹295.70,₹186.38,20.00%
PID_10489,"₹13,634.60",Low,28,4,Retired,Tier_1,"₹4,090.38",₹0.00,₹313.06,"₹1,659.85",₹880.63,₹490.79,₹283.53,₹568.26,₹500.52,"₹1,016.44",₹254.51,8.73%,"₹1,189.75","₹3,576.62",₹240.62,₹76.74,₹37.55,₹26.81,₹97.42,₹19.30,₹4.56,₹57.42,30.00%
PID_10490,"₹16,154.08",Low,38,4,Retired,Tier_3,"₹2,423.11",₹0.00,₹684.05,"₹2,403.70","₹1,153.03",₹726.51,₹798.89,₹875.47,₹637.59,"₹1,250.39",₹467.00,6.99%,"₹1,129.86","₹4,734.36",₹243.98,₹283.95,₹158.30,₹138.70,₹245.52,₹3.46,₹24.49,₹29.90,15.00%
PID_10491,"₹13,392.73",Low,24,0,Self_Employed,Tier_2,"₹2,678.55","₹1,559.08",₹456.85,"₹1,825.28",₹904.26,₹511.40,₹587.24,₹827.94,₹414.98,₹0.00,₹340.10,9.36%,"₹1,254.18","₹3,287.06",₹113.11,₹208.40,₹127.66,₹117.44,₹207.57,₹13.07,₹0.00,₹49.74,20.00%
PID_10492,"₹32,110.26",Middle,51,4,Self_Employed,Tier_2,"₹6,422.05","₹4,303.26",₹891.54,"₹4,018.12","₹2,481.32",₹974.03,₹864.14,"₹1,664.38","₹1,165.20","₹2,203.19",₹929.22,6.05%,"₹1,941.86","₹6,193.82",₹889.41,₹186.57,₹229.71,₹170.07,₹316.88,₹49.73,₹70.22,₹50.37,20.00%
PID_10493,"₹12,564.60",Low,46,4,Student,Tier_3,"₹1,884.69",₹0.00,₹541.56,"₹1,734.54",₹890.61,₹347.22,₹486.77,₹615.94,₹392.24,₹898.54,₹149.58,8.16%,"₹1,025.21","₹4,622.90",₹149.63,₹151.91,₹86.63,₹84.39,₹44.63,₹7.65,₹41.11,₹19.52,15.00%
PID_10494,"₹17,353.66",Low,23,2,Student,Tier_3,"₹2,603.05","₹1,440.26",₹546.16,"₹1,864.39","₹1,142.41",₹718.43,₹661.47,"₹1,122.14",₹647.25,"₹1,316.08",₹218.01,7.44%,"₹1,290.67","₹5,074.02",₹556.37,₹202.39,₹115.85,₹59.98,₹258.99,₹0.85,₹5.97,₹44.20,15.00%
PID_10495,"₹17,057.55",Low,53,2,Professional,Tier_3,"₹2,558.63",₹0.00,₹504.04,"₹1,734.18","₹1,020.58",₹532.13,₹671.52,"₹1,171.74",₹516.15,"₹1,439.09",₹348.51,6.83%,"₹1,164.56","₹6,560.99",₹517.18,₹277.58,₹156.01,₹180.75,₹334.18,₹22.91,₹30.42,₹66.56,15.00%
PID_10496,"₹24,354.36",Low,51,4,Professional,Tier_2,"₹4,870.87",₹0.00,"₹1,037.27","₹3,056.66","₹1,646.09","₹1,163.82","₹1,155.21","₹1,696.06","₹1,071.27","₹2,000.70",₹498.70,8.16%,"₹1,988.09","₹6,157.70",₹870.35,₹462.84,₹102.48,₹293.99,₹356.99,₹27.83,₹46.31,₹147.86,20.00%
PID_10497,"₹9,127.55",Low,25,1,Retired,Tier_2,"₹1,825.51","₹1,463.23",₹212.85,"₹1,229.10",₹714.06,₹370.19,₹199.93,₹671.23,₹312.94,₹575.20,₹106.77,8.97%,₹818.80,"₹1,446.55",₹129.45,₹65.66,₹71.51,₹52.19,₹94.21,₹12.79,₹4.72,₹27.28,20.00%
PID_10498,"₹32,167.65",Middle,54,0,Student,Tier_2,"₹6,433.53",₹0.00,"₹1,520.30","₹3,383.93","₹2,552.38","₹1,191.89","₹1,361.10","₹2,471.61","₹1,413.56",₹0.00,₹462.41,6.01%,"₹1,932.51","₹11,376.94",₹188.62,₹647.64,₹285.63,₹403.68,₹167.88,₹5.55,₹0.00,₹72.08,20.00%
PID_10499,"₹81,372.74",High,27,1,Professional,Tier_2,"₹16,274.55","₹12,140.97","₹1,742.06","₹9,208.78","₹4,680.38","₹1,648.48","₹4,044.60","₹3,660.40","₹4,041.35","₹7,973.42","₹1,903.99",13.57%,"₹11,042.44","₹14,053.75","₹2,305.96",₹260.24,₹441.29,"₹1,142.93",₹510.65,₹75.57,₹167.79,₹340.66,20.00%
PID_10500,"₹33,434.57",Middle,33,1,Self_Employed,Tier_2,"₹6,686.91",₹0.00,₹809.04,"₹4,984.41","₹1,862.89","₹1,658.34","₹1,565.34","₹1,363.49","₹1,348.66","₹2,968.03",₹739.71,6.38%,"₹2,133.84","₹9,447.73",₹280.59,₹439.93,₹183.02,₹258.41,₹250.21,₹2.77,₹80.44,₹160.07,20.00%
PID_10501,"₹102,951.12",High,19,0,Self_Employed,Tier_1,"₹30,885.34","₹19,429.86","₹2,775.87","₹11,201.31","₹7,431.51","₹2,823.76","₹3,359.60","₹4,720.59","₹4,769.89",₹0.00,"₹2,215.72",22.80%,"₹13,337.67","₹13,337.67","₹2,660.03",₹485.14,₹377.26,₹631.44,"₹1,041.46",₹174.13,₹0.00,₹179.68,30.00%
PID_10502,"₹87,216.71",High,36,0,Student,Tier_3,"₹13,082.51",₹0.00,"₹3,511.64","₹9,424.64","₹6,672.83","₹3,106.53","₹3,401.63","₹4,542.75","₹3,717.09",₹0.00,"₹1,846.72",11.02%,"₹9,607.66","₹37,910.38","₹1,488.89","₹1,296.04",₹792.42,₹416.73,₹675.10,₹41.43,₹0.00,₹247.35,15.00%
PID_10503,"₹55,890.00",Middle,24,3,Self_Employed,Tier_3,"₹8,383.50",₹0.00,"₹2,269.79","₹6,642.83","₹4,322.70","₹1,606.53","₹1,615.38","₹3,990.50","₹2,532.42","₹4,569.96","₹1,490.72",12.40%,"₹6,929.36","₹18,465.66",₹539.03,₹688.78,₹83.53,₹302.04,₹677.79,₹107.91,₹37.99,₹255.26,15.00%
PID_10504,"₹31,847.09",Middle,19,3,Professional,Tier_1,"₹9,554.13",₹0.00,"₹1,587.77","₹4,775.87","₹2,089.66",₹661.24,"₹1,299.05","₹2,448.50","₹1,246.91","₹1,917.49",₹784.72,6.10%,"₹1,943.01","₹5,481.75",₹533.63,₹602.41,₹191.15,₹76.98,₹251.22,₹11.29,₹50.25,₹196.76,30.00%
PID_10505,"₹30,544.90",Middle,62,3,Professional,Tier_1,"₹9,163.47","₹4,128.08","₹1,112.11","₹3,527.88","₹1,935.76",₹798.36,"₹1,079.17","₹1,300.77","₹1,274.27","₹2,543.13",₹577.07,9.06%,"₹2,768.41","₹3,104.83",₹899.61,₹152.54,₹211.82,₹87.61,₹270.34,₹5.03,₹92.50,₹35.26,30.00%
PID_10506,"₹55,270.38",Middle,40,4,Student,Tier_1,"₹16,581.11",₹0.00,"₹2,479.02","₹6,089.54","₹3,762.72","₹2,620.19","₹2,519.70","₹2,381.07","₹2,175.47","₹2,960.08","₹1,414.51",14.25%,"₹7,875.13","₹12,286.95","₹1,787.98","₹1,070.63",₹657.63,₹341.27,₹254.97,₹73.56,₹59.43,₹177.40,30.00%
PID_10507,"₹21,930.12",Low,48,4,Professional,Tier_2,"₹4,386.02","₹3,561.33",₹735.81,"₹2,387.23","₹1,383.44",₹666.34,₹930.68,₹886.95,₹785.94,"₹1,925.38",₹543.47,5.64%,"₹1,237.18","₹3,737.50",₹478.93,₹258.76,₹108.73,₹275.86,₹184.82,₹36.70,₹18.75,₹49.56,20.00%
PID_10508,"₹6,653.75",Low,21,4,Student,Tier_1,"₹1,996.13",₹832.36,₹261.30,₹929.47,₹459.31,₹160.75,₹137.03,₹406.22,₹201.31,₹608.81,₹87.58,9.49%,₹573.50,₹573.50,₹248.83,₹81.51,₹46.27,₹13.42,₹62.48,₹4.63,₹27.16,₹13.54,30.00%
PID_10509,"₹44,469.37",Middle,33,3,Professional,Tier_2,"₹8,893.87",₹0.00,₹970.62,"₹6,305.20","₹2,914.78",₹992.15,"₹2,187.23","₹2,279.35","₹1,822.93","₹3,546.35","₹1,130.76",13.83%,"₹6,148.57","₹13,426.12","₹1,630.56",₹710.05,₹203.41,₹179.88,₹569.88,₹50.97,₹55.99,₹252.42,20.00%
PID_10510,"₹12,138.02",Low,27,0,Professional,Tier_1,"₹3,641.41",₹0.00,₹542.09,"₹1,647.55",₹766.95,₹408.68,₹385.46,₹788.58,₹533.48,₹0.00,₹265.12,7.30%,₹885.96,"₹3,158.70",₹332.56,₹112.05,₹35.36,₹80.48,₹57.50,₹12.95,₹0.00,₹73.72,30.00%
PID_10511,"₹13,894.38",Low,38,4,Professional,Tier_2,"₹2,778.88","₹2,435.49",₹549.39,"₹2,002.38",₹751.62,₹350.33,₹351.00,₹944.05,₹566.91,₹928.07,₹403.17,5.65%,₹785.66,"₹1,833.09",₹346.93,₹194.80,₹61.57,₹25.70,₹68.07,₹13.57,₹45.29,₹83.96,20.00%
PID_10512,"₹30,005.38",Middle,45,0,Student,Tier_2,"₹6,001.08","₹4,170.69","₹1,166.17","₹4,354.81","₹2,173.21","₹1,029.83","₹1,405.56","₹1,574.14","₹1,314.35",₹0.00,₹372.74,6.09%,"₹1,827.20","₹6,442.80",₹716.88,₹136.87,₹107.26,₹191.62,₹317.95,₹25.11,₹0.00,₹56.10,20.00%
PID_10513,"₹27,801.71",Low,63,3,Student,Tier_2,"₹5,560.34","₹3,329.25",₹739.82,"₹3,881.52","₹1,770.96",₹822.25,"₹1,088.99","₹2,103.21","₹1,121.24","₹1,764.63",₹565.20,9.65%,"₹2,681.65","₹5,054.30",₹217.17,₹331.76,₹179.02,₹213.63,₹113.52,₹21.41,₹20.07,₹56.34,20.00%
PID_10514,"₹9,694.29",Low,29,0,Professional,Tier_2,"₹1,938.86",₹0.00,₹311.59,"₹1,283.42",₹636.89,₹217.56,₹394.18,₹763.10,₹424.67,₹0.00,₹249.74,6.82%,₹661.12,"₹3,474.28",₹119.76,₹174.87,₹30.93,₹46.45,₹115.71,₹18.94,₹0.00,₹44.61,20.00%
PID_10515,"₹34,246.71",Middle,30,4,Professional,Tier_3,"₹5,137.01","₹2,456.18",₹920.37,"₹4,745.14","₹1,739.10","₹1,018.92",₹836.12,"₹2,020.03","₹1,385.34","₹2,256.83",₹814.72,7.06%,"₹2,417.52","₹10,916.95","₹1,222.76",₹248.50,₹198.98,₹105.80,₹336.19,₹15.13,₹109.28,₹56.17,15.00%
PID_10516,"₹64,981.92",Middle,57,0,Professional,Tier_2,"₹12,996.38","₹11,084.47","₹2,672.81","₹9,615.16","₹4,824.02","₹2,393.49","₹2,809.09","₹4,887.36","₹2,434.46",₹0.00,"₹1,868.17",14.61%,"₹9,396.51","₹9,396.51","₹1,366.07",₹873.35,₹168.70,₹217.25,₹683.62,₹54.59,₹0.00,₹427.75,20.00%
PID_10517,"₹12,164.53",Low,34,3,Self_Employed,Tier_3,"₹1,824.68",₹0.00,₹606.57,"₹1,651.34",₹709.22,₹530.82,₹519.39,₹635.24,₹384.27,"₹1,112.44",₹218.75,8.33%,"₹1,013.55","₹3,971.80",₹289.65,₹49.14,₹102.66,₹133.30,₹140.36,₹5.25,₹39.36,₹21.42,15.00%
PID_10518,"₹83,028.51",High,35,4,Retired,Tier_3,"₹12,454.28","₹14,226.03","₹2,141.53","₹11,374.15","₹5,800.50","₹1,669.41","₹4,100.58","₹4,484.57","₹3,284.63","₹4,420.90","₹1,918.72",14.32%,"₹11,887.93","₹17,153.20","₹1,415.82","₹1,144.10",₹116.49,"₹1,055.67",₹474.85,₹157.61,₹158.54,₹293.03,15.00%
PID_10519,"₹8,611.17",Low,27,4,Retired,Tier_1,"₹2,583.35",₹0.00,₹204.24,"₹1,008.35",₹513.82,₹278.16,₹346.85,₹384.51,₹387.20,₹575.56,₹241.17,7.46%,₹642.30,"₹2,087.96",₹54.92,₹136.12,₹72.88,₹90.36,₹55.64,₹17.20,₹1.45,₹16.73,30.00%
PID_10520,"₹163,213.10",High,45,3,Self_Employed,Tier_1,"₹48,963.93","₹15,857.65","₹4,916.41","₹20,241.93","₹11,505.31","₹4,060.56","₹3,736.04","₹9,444.37","₹6,914.03","₹11,368.24","₹3,405.87",15.06%,"₹22,798.76","₹22,798.76","₹5,842.92","₹2,304.11","₹1,106.03",₹803.54,"₹1,336.43",₹60.65,₹110.09,₹483.09,30.00%
PID_10521,"₹21,589.11",Low,30,1,Retired,Tier_2,"₹4,317.82","₹2,515.07",₹758.85,"₹3,196.86","₹1,712.92",₹797.30,₹677.49,"₹1,033.61",₹824.01,"₹1,592.98",₹386.72,7.67%,"₹1,656.33","₹3,775.49",₹369.69,₹377.28,₹237.64,₹88.49,₹179.48,₹18.03,₹46.96,₹58.96,20.00%
PID_10522,"₹33,706.51",Middle,51,2,Retired,Tier_1,"₹10,111.95",₹0.00,"₹1,384.31","₹4,865.35","₹2,619.97",₹769.05,₹768.75,"₹1,496.42","₹1,203.28","₹2,726.01",₹578.05,8.21%,"₹2,767.14","₹7,183.36","₹1,108.23",₹349.11,₹80.58,₹169.18,₹423.41,₹53.21,₹18.37,₹153.73,30.00%
PID_10523,"₹6,603.31",Low,23,3,Retired,Tier_2,"₹1,320.66",₹0.00,₹230.35,₹709.76,₹400.64,₹207.23,₹238.51,₹292.28,₹250.84,₹537.93,₹180.31,7.94%,₹524.44,"₹2,234.79",₹57.39,₹68.72,₹52.20,₹62.50,₹22.36,₹5.90,₹17.76,₹21.80,20.00%
PID_10524,"₹28,545.19",Low,29,0,Professional,Tier_2,"₹5,709.04","₹3,194.47","₹1,414.80","₹2,990.40","₹1,444.64","₹1,124.47",₹767.68,"₹2,068.05",₹940.91,₹0.00,₹767.37,8.14%,"₹2,323.80","₹8,123.37",₹653.46,₹185.12,₹78.06,₹158.26,₹405.17,₹18.84,₹0.00,₹199.55,20.00%
PID_10525,"₹36,016.71",Middle,46,1,Self_Employed,Tier_1,"₹10,805.01",₹0.00,"₹1,520.55","₹4,419.70","₹2,046.02","₹1,241.77",₹782.77,"₹2,721.92","₹1,471.25","₹2,382.24",₹950.06,5.10%,"₹1,836.43","₹7,675.43",₹871.48,₹300.18,₹311.21,₹41.22,₹214.27,₹14.62,₹21.54,₹72.52,30.00%
PID_10526,"₹28,001.77",Low,30,3,Professional,Tier_2,"₹5,600.35","₹2,819.17",₹716.91,"₹3,047.83","₹1,657.43",₹724.73,₹981.22,"₹2,193.92","₹1,236.15","₹1,975.11",₹311.36,8.93%,"₹2,501.73","₹6,737.59",₹485.96,₹269.45,₹106.57,₹54.79,₹472.66,₹20.98,₹39.23,₹26.43,20.00%
PID_10527,"₹19,119.95",Low,43,2,Retired,Tier_1,"₹5,735.99",₹0.00,₹550.88,"₹2,830.33","₹1,068.64",₹628.49,₹615.94,₹988.85,₹602.26,"₹1,098.10",₹311.33,9.67%,"₹1,848.74","₹4,689.15",₹322.96,₹181.30,₹92.64,₹72.49,₹199.04,₹2.45,₹0.47,₹73.45,30.00%
PID_10528,"₹14,068.61",Low,21,4,Self_Employed,Tier_1,"₹4,220.58","₹1,747.45",₹620.28,"₹1,937.20","₹1,077.49",₹306.91,₹330.12,"₹1,053.61",₹585.11,₹763.11,₹332.00,9.99%,"₹1,094.74","₹1,094.74",₹182.39,₹266.57,₹35.84,₹92.66,₹152.99,₹11.37,₹35.58,₹26.73,30.00%
PID_10529,"₹74,115.05",High,32,2,Self_Employed,Tier_2,"₹14,823.01",₹0.00,"₹3,434.92","₹10,520.45","₹4,391.77","₹3,015.74","₹3,476.64","₹4,381.76","₹2,673.01","₹4,458.90","₹1,440.41",11.85%,"₹8,780.78","₹21,498.43",₹600.79,₹577.53,₹327.57,₹386.03,"₹1,008.70",₹18.72,₹81.15,₹148.90,20.00%
PID_10530,"₹30,748.56",Middle,33,2,Professional,Tier_1,"₹9,224.57","₹3,865.90","₹1,104.95","₹4,084.70","₹1,883.66","₹1,340.06",₹982.13,"₹2,246.49","₹1,504.09","₹1,624.55",₹773.83,5.25%,"₹1,613.90","₹2,113.62",₹814.31,₹207.04,₹180.84,₹173.34,₹440.50,₹13.00,₹67.83,₹176.82,30.00%
PID_10531,"₹102,904.28",High,36,3,Student,Tier_2,"₹20,580.86",₹0.00,"₹3,449.04","₹14,353.30","₹5,956.46","₹2,074.37","₹4,140.89","₹6,844.53","₹3,143.15","₹6,468.87","₹2,321.59",17.18%,"₹17,677.37","₹33,571.23","₹1,659.84","₹1,076.57",₹120.96,"₹1,021.19","₹1,214.47",₹128.37,₹298.25,₹275.42,20.00%
PID_10532,"₹19,688.04",Low,64,4,Self_Employed,Tier_2,"₹3,937.61",₹0.00,₹483.96,"₹2,191.60","₹1,290.68",₹829.99,₹409.74,"₹1,312.68",₹817.48,₹994.05,₹384.20,6.03%,"₹1,187.81","₹7,036.07",₹311.00,₹154.95,₹178.30,₹34.47,₹292.50,₹21.45,₹22.56,₹90.94,20.00%
PID_10533,"₹21,186.45",Low,43,4,Student,Tier_1,"₹6,355.93",₹0.00,₹580.27,"₹3,164.38","₹1,432.93",₹635.59,₹493.24,"₹1,218.39",₹924.00,"₹1,215.81",₹393.93,6.96%,"₹1,475.52","₹4,771.97",₹756.62,₹261.81,₹186.18,₹76.35,₹258.33,₹4.09,₹2.89,₹89.65,30.00%
PID_10534,"₹57,608.65",Middle,49,2,Retired,Tier_1,"₹17,282.60","₹3,553.43","₹2,368.51","₹7,463.97","₹4,415.34","₹1,404.53","₹2,468.78","₹2,329.84","₹2,514.86","₹5,705.19",₹718.26,13.52%,"₹7,383.36","₹7,383.36","₹1,714.20",₹923.46,₹227.17,₹149.36,₹695.39,₹113.75,₹175.15,₹73.90,30.00%
PID_10535,"₹8,189.21",Low,23,3,Self_Employed,Tier_2,"₹1,637.84",₹728.06,₹175.83,₹957.57,₹580.19,₹260.85,₹226.49,₹617.90,₹379.83,₹804.11,₹179.38,9.29%,₹760.39,"₹1,641.17",₹170.23,₹156.99,₹68.55,₹66.34,₹121.34,₹11.22,₹26.20,₹29.23,20.00%
PID_10536,"₹11,363.73",Low,23,4,Student,Tier_2,"₹2,272.75",₹0.00,₹433.67,"₹1,697.10",₹729.82,₹369.43,₹449.08,₹575.19,₹460.33,₹740.92,₹188.34,6.07%,₹690.25,"₹3,447.11",₹139.10,₹128.26,₹82.08,₹25.99,₹114.29,₹18.24,₹22.18,₹10.31,20.00%
PID_10537,"₹72,181.61",High,22,4,Student,Tier_2,"₹14,436.32",₹0.00,"₹1,934.29","₹7,292.49","₹4,334.20","₹2,393.88","₹3,293.97","₹4,221.61","₹2,611.73","₹6,762.80","₹2,160.73",14.92%,"₹10,767.42","₹22,739.59","₹1,933.38",₹896.62,₹484.92,₹751.55,₹558.17,₹21.52,₹33.16,₹372.56,20.00%
PID_10538,"₹11,747.61",Low,19,0,Professional,Tier_3,"₹1,762.14",₹685.73,₹313.19,"₹1,580.30",₹587.44,₹390.53,₹534.78,₹931.62,₹564.34,₹0.00,₹345.93,8.80%,"₹1,033.65","₹4,051.61",₹409.36,₹86.60,₹19.94,₹29.37,₹209.09,₹16.45,₹0.00,₹18.48,15.00%
PID_10539,"₹7,000.32",Low,19,2,Student,Tier_1,"₹2,100.10",₹0.00,₹228.42,₹989.84,₹475.38,₹264.98,₹287.57,₹494.39,₹244.50,₹429.72,₹79.26,7.94%,₹555.80,"₹1,406.16",₹127.86,₹124.14,₹59.16,₹36.94,₹142.49,₹8.59,₹0.51,₹12.61,30.00%
PID_10540,"₹133,756.25",High,54,1,Retired,Tier_1,"₹40,126.88","₹21,278.22","₹4,490.26","₹13,954.70","₹7,183.81","₹2,933.16","₹5,611.40","₹5,760.78","₹5,517.28","₹12,545.74","₹2,543.46",22.85%,"₹11,810.55","₹11,810.55","₹3,869.41","₹1,685.41",₹707.57,₹891.40,₹459.05,₹51.68,₹457.77,₹405.53,30.00%
PID_10541,"₹9,836.93",Low,20,2,Retired,Tier_2,"₹1,967.39",₹0.00,₹388.28,"₹1,382.97",₹689.70,₹276.79,₹219.03,₹785.31,₹490.89,₹753.56,₹187.84,7.51%,₹738.61,"₹2,695.17",₹370.68,₹133.70,₹57.24,₹44.17,₹84.46,₹3.86,₹36.61,₹34.47,20.00%
PID_10542,"₹34,760.89",Middle,23,3,Self_Employed,Tier_2,"₹6,952.18",₹0.00,₹851.27,"₹4,701.02","₹2,670.26","₹1,666.41","₹1,490.94","₹2,755.35","₹1,474.69","₹1,815.22",₹470.02,7.37%,"₹2,562.14","₹9,913.52",₹634.43,₹701.56,₹343.61,₹286.49,₹284.48,₹10.99,₹7.49,₹128.89,20.00%
PID_10543,"₹31,704.72",Middle,48,4,Professional,Tier_2,"₹6,340.94",₹0.00,₹961.08,"₹3,647.57","₹1,974.93",₹669.26,₹761.18,"₹2,110.29","₹1,042.12","₹1,910.96",₹397.67,8.33%,"₹2,641.83","₹11,888.72","₹1,046.51",₹352.22,₹111.08,₹109.48,₹221.09,₹50.40,₹14.01,₹85.23,20.00%
PID_10544,"₹3,166.71",Low,60,4,Professional,Tier_2,₹633.34,₹499.66,₹78.68,₹334.93,₹187.58,₹135.77,₹131.02,₹221.69,₹142.09,₹309.72,₹53.02,7.72%,₹244.34,₹439.21,₹78.68,₹24.89,₹15.14,₹32.35,₹53.61,₹1.19,₹10.71,₹14.65,20.00%
PID_10545,"₹24,224.00",Low,22,0,Professional,Tier_2,"₹4,844.80","₹2,263.83",₹869.88,"₹3,360.27","₹1,593.06",₹699.60,₹913.29,"₹1,379.76",₹915.41,₹0.00,₹487.76,7.35%,"₹1,780.82","₹6,896.33",₹734.43,₹119.42,₹151.83,₹265.58,₹73.38,₹34.93,₹0.00,₹68.70,20.00%
PID_10546,"₹42,945.33",Middle,63,4,Retired,Tier_2,"₹8,589.07",₹0.00,"₹1,106.70","₹6,272.97","₹2,513.03","₹1,572.94",₹984.34,"₹3,116.28","₹1,741.52","₹3,876.19","₹1,011.13",14.43%,"₹6,197.24","₹12,161.17","₹1,721.22",₹197.14,₹102.10,₹51.74,₹160.20,₹32.44,₹61.30,₹260.13,20.00%
PID_10547,"₹39,830.98",Middle,27,4,Student,Tier_2,"₹7,966.20","₹5,461.63","₹1,848.14","₹4,839.70","₹2,124.69",₹806.99,"₹1,375.43","₹1,957.22","₹1,612.34","₹2,358.65",₹905.78,5.39%,"₹2,146.06","₹8,574.19",₹891.48,₹380.01,₹131.08,₹92.12,₹575.29,₹79.17,₹59.70,₹56.24,20.00%
PID_10548,"₹61,806.83",Middle,44,1,Retired,Tier_3,"₹9,271.02","₹7,072.25","₹1,340.57","₹7,947.80","₹4,545.76","₹1,690.92","₹2,626.77","₹3,242.15","₹3,011.56","₹3,707.14",₹972.64,11.93%,"₹7,374.06","₹16,378.25","₹1,389.46",₹271.27,₹410.99,₹642.42,₹891.72,₹148.38,₹114.70,₹269.09,15.00%
PID_10549,"₹22,003.56",Low,41,2,Retired,Tier_1,"₹6,601.07","₹1,608.92",₹814.42,"₹2,641.11","₹1,273.51",₹972.16,₹701.27,"₹1,508.91",₹813.95,"₹1,511.15",₹344.98,8.09%,"₹1,781.04","₹3,212.12",₹260.28,₹107.50,₹221.58,₹127.54,₹445.26,₹7.85,₹46.94,₹52.80,30.00%
PID_10550,"₹53,048.20",Middle,39,4,Student,Tier_2,"₹10,609.64",₹0.00,"₹2,186.34","₹7,327.06","₹2,790.11","₹2,389.53","₹2,532.38","₹2,242.94","₹1,724.13","₹4,306.73","₹1,406.96",10.55%,"₹5,595.02","₹15,532.37","₹1,368.07",₹369.70,₹587.15,₹173.11,₹662.92,₹0.99,₹95.51,₹107.09,20.00%
PID_10551,"₹17,283.19",Low,42,3,Retired,Tier_2,"₹3,456.64","₹2,604.83",₹810.77,"₹2,472.44",₹972.12,₹590.43,₹685.32,₹722.52,₹736.91,"₹1,558.33",₹423.20,7.15%,"₹1,235.60","₹2,249.69",₹364.24,₹116.75,₹74.13,₹44.14,₹117.87,₹25.57,₹71.75,₹125.70,20.00%
PID_10552,"₹9,706.77",Low,20,1,Self_Employed,Tier_3,"₹1,456.02",₹0.00,₹265.72,"₹1,267.26",₹582.57,₹457.21,₹235.86,₹760.26,₹295.19,₹490.74,₹217.81,5.20%,₹504.71,"₹3,678.14",₹343.47,₹44.60,₹125.33,₹45.61,₹225.85,₹12.53,₹17.23,₹18.68,15.00%
