Income,Cleaned_Income,Age,Cleaned_Age,Dependents,Cleaned_Dependents,Occupation,Cleaned_Occupation,City_Tier,Rent,Cleaned_Rent,Loan_Repayment,Cleaned_Loan_Repayment,Insurance,Cleaned_Insurance,Groceries,Cleaned_Groceries,Transport,Cleaned_Transport,Eating_Out,Cleaned_Eating_Out,Entertainment,Cleaned_Entertainment,Utilities,Cleaned_Utilities,Healthcare,Cleaned_Healthcare,Education,Cleaned_Education,Miscellaneous,Cleaned_Miscellaneuos,Desired_Savings_Percentage,Cleaned_Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
"₹5,720.73","₹5,720.73",26,26,3,3,Student,Student,Tier_2,"₹1,144.15","₹1,144.15","₹1,075.68","₹1,075.68",₹209.91,₹209.91,₹614.96,₹614.96,₹422.25,₹422.25,₹132.10,₹132.10,₹146.37,₹146.37,₹327.22,₹327.22,₹265.24,₹265.24,₹412.02,₹412.02,₹97.34,₹97.34,9.889535507,9.89%,₹565.75,₹873.49,₹46.09,₹57.02,₹29.29,₹32.07,₹72.44,₹10.30,₹9.39,₹14.74
"₹76,354.80","₹76,354.80",53,53,4,4,Professional,Professional,Tier_1,"₹22,906.44","₹22,906.44",₹0.00,₹0.00,"₹3,213.98","₹3,213.98","₹9,042.94","₹9,042.94","₹5,045.44","₹5,045.44","₹3,194.98","₹3,194.98","₹3,550.89","₹3,550.89","₹4,748.18","₹4,748.18","₹2,307.95","₹2,307.95","₹5,699.94","₹5,699.94","₹1,545.88","₹1,545.88",13.63393362,13.63%,"₹10,410.16","₹15,098.18","₹1,255.44","₹1,435.87",₹307.90,₹993.77,₹911.02,₹107.26,₹43.78,₹302.69
"₹16,137.75","₹16,137.75",28,28,1,1,Retired,Retired,Tier_2,"₹3,227.55","₹3,227.55",₹0.00,₹0.00,₹338.72,₹338.72,"₹1,825.84","₹1,825.84","₹1,167.43","₹1,167.43",₹642.24,₹642.24,₹712.15,₹712.15,"₹1,259.09","₹1,259.09",₹799.55,₹799.55,"₹1,393.87","₹1,393.87",₹450.45,₹450.45,8.104901056,8.10%,"₹1,307.95","₹4,320.86",₹201.22,₹186.06,₹177.76,₹76.35,₹214.52,₹30.67,₹22.34,₹133.66
"₹15,143.97","₹15,143.97",27,27,0,0,Student,Student,Tier_3,"₹2,271.60","₹2,271.60","₹2,209.70","₹2,209.70",₹664.11,₹664.11,"₹1,782.22","₹1,782.22",₹830.21,₹830.21,₹689.29,₹689.29,₹479.85,₹479.85,₹957.07,₹957.07,₹662.16,₹662.16,₹0.00,₹0.00,₹393.01,₹393.01,8.082689124,8.08%,"₹1,224.04","₹4,204.76",₹298.07,₹66.15,₹177.74,₹41.45,₹245.90,₹14.25,₹0.00,₹92.37
"₹21,731.11","₹21,731.11",63,63,4,4,Self_Employed,Self_Employed,Tier_1,"₹6,519.33","₹6,519.33","₹1,246.18","₹1,246.18",₹813.90,₹813.90,"₹2,246.56","₹2,246.56","₹1,521.53","₹1,521.53",₹620.76,₹620.76,"₹1,062.69","₹1,062.69","₹1,272.08","₹1,272.08",₹996.55,₹996.55,"₹1,785.21","₹1,785.21",₹364.17,₹364.17,5.701576895,5.70%,"₹1,239.02","₹3,282.15",₹362.61,₹400.75,₹94.83,₹316.26,₹376.29,₹13.37,₹88.87,₹45.81
"₹37,299.76","₹37,299.76",24,24,4,4,Student,Student,Tier_3,"₹5,594.96","₹5,594.96",₹0.00,₹0.00,"₹1,051.36","₹1,051.36","₹4,576.45","₹4,576.45","₹2,772.18","₹2,772.18","₹1,789.28","₹1,789.28",₹851.25,₹851.25,"₹2,084.14","₹2,084.14","₹1,184.96","₹1,184.96","₹3,480.23","₹3,480.23",₹764.50,₹764.50,9.318800435,9.32%,"₹3,475.89","₹13,150.45",₹392.71,₹630.47,₹524.28,₹91.61,₹185.68,₹57.79,₹32.10,₹168.95
"₹28,656.52","₹28,656.52",55,55,4,4,Retired,Retired,Tier_1,"₹8,596.96","₹8,596.96","₹3,622.30","₹3,622.30",₹947.60,₹947.60,"₹3,822.11","₹3,822.11","₹2,063.04","₹2,063.04",₹639.67,₹639.67,₹823.30,₹823.30,"₹2,292.31","₹2,292.31","₹1,426.15","₹1,426.15","₹1,754.61","₹1,754.61",₹857.93,₹857.93,5.857424614,5.86%,"₹1,678.53","₹1,810.55",₹459.22,₹209.18,₹162.05,₹204.87,₹122.28,₹54.12,₹63.18,₹187.21
"₹46,509.24","₹46,509.24",33,33,1,1,Student,Student,Tier_2,"₹9,301.85","₹9,301.85",₹0.00,₹0.00,"₹2,045.53","₹2,045.53","₹5,459.91","₹5,459.91","₹2,759.49","₹2,759.49","₹2,238.45","₹2,238.45","₹1,283.51","₹1,283.51","₹3,712.44","₹3,712.44","₹2,269.25","₹2,269.25","₹4,062.75","₹4,062.75","₹1,068.26","₹1,068.26",10.74132965,10.74%,"₹4,995.71","₹12,307.80","₹1,542.47",₹589.58,₹411.80,₹204.40,₹857.04,₹20.53,₹99.31,₹191.31
"₹10,273.89","₹10,273.89",43,43,4,4,Professional,Professional,Tier_2,"₹2,054.78","₹2,054.78",₹0.00,₹0.00,₹355.18,₹355.18,"₹1,378.59","₹1,378.59",₹616.65,₹616.65,₹478.23,₹478.23,₹208.01,₹208.01,₹782.91,₹782.91,₹368.35,₹368.35,₹703.49,₹703.49,₹246.64,₹246.64,9.548716851,9.55%,₹981.02,"₹3,081.07",₹186.49,₹121.96,₹48.37,₹44.78,₹53.17,₹1.30,₹23.54,₹51.64
"₹16,564.94","₹16,564.94",49,49,1,1,Student,Student,Tier_2,"₹3,312.99","₹3,312.99","₹1,000.24","₹1,000.24",₹683.17,₹683.17,"₹2,210.20","₹2,210.20","₹1,313.31","₹1,313.31",₹447.91,₹447.91,₹413.10,₹413.10,₹733.87,₹733.87,₹821.07,₹821.07,"₹1,223.36","₹1,223.36",₹252.34,₹252.34,5.986023603,5.99%,₹991.58,"₹4,153.39",₹427.26,₹152.48,₹87.40,₹111.69,₹119.52,₹16.59,₹42.13,₹25.32
"₹27,341.34","₹27,341.34",48,48,0,0,Student,Student,Tier_3,"₹4,101.20","₹4,101.20",₹0.00,₹0.00,₹881.03,₹881.03,"₹2,834.38","₹2,834.38","₹2,123.96","₹2,123.96",₹548.04,₹548.04,"₹1,198.13","₹1,198.13","₹1,423.67","₹1,423.67","₹1,199.97","₹1,199.97",₹0.00,₹0.00,₹331.81,₹331.81,5.957414326,5.96%,"₹1,628.84","₹12,699.15",₹339.18,₹480.30,₹141.95,₹345.03,₹389.45,₹51.08,₹0.00,₹70.43
"₹136,935.12","₹136,935.12",49,49,0,0,Retired,Retired,Tier_1,"₹41,080.54","₹41,080.54","₹13,656.54","₹13,656.54","₹4,983.18","₹4,983.18","₹19,270.93","₹19,270.93","₹8,971.10","₹8,971.10","₹3,041.27","₹3,041.27","₹6,155.74","₹6,155.74","₹8,661.46","₹8,661.46","₹6,526.96","₹6,526.96",₹0.00,₹0.00,"₹1,483.96","₹1,483.96",21.26822594,21.27%,"₹23,103.45","₹23,103.45","₹4,700.67","₹2,592.05",₹679.71,₹918.09,₹936.39,₹170.52,₹0.00,₹141.38
"₹27,389.16","₹27,389.16",62,62,0,0,Student,Student,Tier_2,"₹5,477.83","₹5,477.83",₹0.00,₹0.00,"₹1,232.10","₹1,232.10","₹2,888.29","₹2,888.29","₹1,939.23","₹1,939.23","₹1,229.92","₹1,229.92","₹1,159.97","₹1,159.97","₹1,896.53","₹1,896.53",₹942.97,₹942.97,₹0.00,₹0.00,₹729.44,₹729.44,7.336787375,7.34%,"₹2,009.48","₹9,892.88",₹443.77,₹190.82,₹112.82,₹95.50,₹173.17,₹24.76,₹0.00,₹53.44
"₹71,476.96","₹71,476.96",29,29,0,0,Student,Student,Tier_2,"₹14,295.39","₹14,295.39","₹3,759.31","₹3,759.31","₹2,494.52","₹2,494.52","₹8,958.38","₹8,958.38","₹5,312.29","₹5,312.29","₹2,335.99","₹2,335.99","₹2,603.63","₹2,603.63","₹5,314.22","₹5,314.22","₹2,605.94","₹2,605.94",₹0.00,₹0.00,₹721.35,₹721.35,10.29917807,10.30%,"₹7,361.54","₹23,075.95","₹2,286.29","₹1,412.89",₹695.23,₹725.24,"₹1,552.61",₹34.14,₹0.00,₹107.51
"₹30,939.74","₹30,939.74",44,44,4,4,Self_Employed,Self_Employed,Tier_3,"₹4,640.96","₹4,640.96",₹0.00,₹0.00,"₹1,141.48","₹1,141.48","₹4,470.81","₹4,470.81","₹2,093.08","₹2,093.08","₹1,236.74","₹1,236.74","₹1,205.70","₹1,205.70","₹1,810.00","₹1,810.00","₹1,544.89","₹1,544.89","₹2,940.45","₹2,940.45",₹835.70,₹835.70,7.329428381,7.33%,"₹2,267.71","₹9,019.93",₹678.14,₹381.41,₹173.10,₹81.76,₹367.65,₹42.73,₹30.15,₹87.46
"₹20,374.22","₹20,374.22",39,39,4,4,Student,Student,Tier_1,"₹6,112.27","₹6,112.27","₹1,158.86","₹1,158.86",₹665.52,₹665.52,"₹2,970.75","₹2,970.75","₹1,064.15","₹1,064.15",₹827.04,₹827.04,₹762.95,₹762.95,"₹1,552.96","₹1,552.96",₹816.01,₹816.01,"₹1,472.08","₹1,472.08",₹542.44,₹542.44,5.657932943,5.66%,"₹1,152.76","₹2,429.19",₹774.15,₹62.47,₹160.50,₹118.27,₹196.38,₹39.44,₹29.99,₹67.86
"₹24,626.37","₹24,626.37",32,32,1,1,Student,Student,Tier_2,"₹4,925.27","₹4,925.27",₹0.00,₹0.00,₹633.39,₹633.39,"₹2,954.39","₹2,954.39","₹1,582.60","₹1,582.60","₹1,002.64","₹1,002.64",₹678.94,₹678.94,"₹1,883.89","₹1,883.89",₹921.82,₹921.82,"₹1,372.90","₹1,372.90",₹429.75,₹429.75,8.17742227,8.18%,"₹2,013.80","₹8,240.79",₹304.35,₹357.13,₹116.04,₹83.88,₹335.76,₹4.15,₹47.76,₹48.29
"₹26,218.40","₹26,218.40",25,25,0,0,Retired,Retired,Tier_1,"₹7,865.52","₹7,865.52",₹0.00,₹0.00,"₹1,290.05","₹1,290.05","₹2,621.89","₹2,621.89","₹1,975.09","₹1,975.09",₹535.89,₹535.89,₹826.90,₹826.90,"₹1,139.14","₹1,139.14","₹1,222.74","₹1,222.74",₹0.00,₹0.00,₹368.02,₹368.02,8.280873752,8.28%,"₹2,171.11","₹8,373.17",₹191.13,₹437.50,₹154.53,₹198.97,₹159.18,₹29.96,₹0.00,₹79.39
"₹48,623.84","₹48,623.84",21,21,2,2,Professional,Professional,Tier_3,"₹7,293.58","₹7,293.58","₹7,516.31","₹7,516.31","₹1,002.48","₹1,002.48","₹6,247.92","₹6,247.92","₹2,905.04","₹2,905.04","₹1,089.30","₹1,089.30","₹2,166.27","₹2,166.27","₹3,857.14","₹3,857.14","₹1,483.53","₹1,483.53","₹3,879.39","₹3,879.39",₹630.42,₹630.42,10.99483436,10.99%,"₹5,346.11","₹10,552.45","₹1,153.66",₹481.82,₹129.54,₹115.02,₹378.47,₹67.56,₹111.76,₹186.94
"₹90,096.96","₹90,096.96",25,25,0,0,Student,Student,Tier_1,"₹27,029.09","₹27,029.09",₹0.00,₹0.00,"₹2,137.65","₹2,137.65","₹13,498.59","₹13,498.59","₹5,863.28","₹5,863.28","₹2,603.29","₹2,603.29","₹2,055.34","₹2,055.34","₹6,988.79","₹6,988.79","₹3,722.75","₹3,722.75",₹0.00,₹0.00,"₹1,239.23","₹1,239.23",10.31455376,10.31%,"₹9,293.10","₹24,958.93","₹3,889.20",₹327.68,₹307.87,₹520.52,₹551.39,₹53.09,₹0.00,₹294.88
"₹40,002.50","₹40,002.50",40,40,3,3,Self_Employed,Self_Employed,Tier_1,"₹12,000.75","₹12,000.75","₹7,893.97","₹7,893.97","₹1,655.36","₹1,655.36","₹5,339.48","₹5,339.48","₹2,246.61","₹2,246.61","₹1,677.60","₹1,677.60",₹846.52,₹846.52,"₹2,379.27","₹2,379.27","₹1,802.95","₹1,802.95","₹3,469.22","₹3,469.22",₹671.35,₹671.35,14.4799266,14.48%,₹19.41,₹19.41,"₹1,271.33",₹293.89,₹232.96,₹128.84,₹189.35,₹3.95,₹162.26,₹151.20
"₹77,545.09","₹77,545.09",33,33,2,2,Retired,Retired,Tier_2,"₹15,509.02","₹15,509.02",₹0.00,₹0.00,"₹3,274.00","₹3,274.00","₹8,568.07","₹8,568.07","₹5,793.35","₹5,793.35","₹2,720.26","₹2,720.26","₹3,151.58","₹3,151.58","₹3,848.87","₹3,848.87","₹2,932.34","₹2,932.34","₹5,523.31","₹5,523.31","₹1,448.34","₹1,448.34",10.40700694,10.41%,"₹8,070.12","₹24,775.95","₹2,544.50",₹693.83,₹709.64,₹542.88,₹675.66,₹36.16,₹93.52,₹311.11
"₹13,864.97","₹13,864.97",51,51,3,3,Professional,Professional,Tier_3,"₹2,079.75","₹2,079.75","₹2,320.80","₹2,320.80",₹342.36,₹342.36,"₹1,760.22","₹1,760.22",₹777.23,₹777.23,₹485.36,₹485.36,₹626.04,₹626.04,₹729.42,₹729.42,₹643.38,₹643.38,"₹1,358.11","₹1,358.11",₹227.93,₹227.93,8.229611246,8.23%,"₹1,141.03","₹2,514.37",₹493.56,₹85.01,₹100.13,₹115.54,₹177.88,₹20.59,₹58.71,₹31.07
"₹21,530.98","₹21,530.98",39,39,2,2,Retired,Retired,Tier_3,"₹3,229.65","₹3,229.65","₹2,355.56","₹2,355.56",₹840.02,₹840.02,"₹2,754.17","₹2,754.17","₹1,555.89","₹1,555.89",₹619.44,₹619.44,₹829.34,₹829.34,"₹1,033.44","₹1,033.44",₹796.83,₹796.83,"₹1,547.21","₹1,547.21",₹240.71,₹240.71,7.5003502,7.50%,"₹1,614.90","₹5,728.72",₹173.96,₹275.49,₹173.35,₹147.16,₹262.51,₹23.19,₹17.52,₹48.41
"₹16,806.33","₹16,806.33",40,40,1,1,Professional,Professional,Tier_1,"₹5,041.90","₹5,041.90",₹0.00,₹0.00,₹782.28,₹782.28,"₹2,316.18","₹2,316.18","₹1,162.55","₹1,162.55",₹696.27,₹696.27,₹720.49,₹720.49,"₹1,288.52","₹1,288.52",₹701.80,₹701.80,"₹1,043.45","₹1,043.45",₹318.54,₹318.54,7.219290353,7.22%,"₹1,213.30","₹2,734.37",₹300.52,₹197.28,₹198.76,₹174.75,₹339.49,₹16.89,₹40.73,₹20.58
"₹38,580.73","₹38,580.73",22,22,4,4,Student,Student,Tier_2,"₹7,716.15","₹7,716.15","₹3,881.43","₹3,881.43","₹1,697.98","₹1,697.98","₹5,492.60","₹5,492.60","₹3,011.74","₹3,011.74","₹1,148.14","₹1,148.14","₹1,902.78","₹1,902.78","₹2,529.53","₹2,529.53","₹1,375.11","₹1,375.11","₹3,178.86","₹3,178.86","₹1,065.39","₹1,065.39",9.421882616,9.42%,"₹3,635.03","₹5,581.03",₹315.01,₹823.52,₹285.44,₹373.14,₹584.68,₹16.02,₹35.71,₹85.18
"₹22,511.60","₹22,511.60",54,54,1,1,Professional,Professional,Tier_3,"₹3,376.74","₹3,376.74",₹0.00,₹0.00,₹453.26,₹453.26,"₹3,202.41","₹3,202.41","₹1,524.21","₹1,524.21",₹815.26,₹815.26,₹876.34,₹876.34,"₹1,225.19","₹1,225.19",₹996.00,₹996.00,"₹2,227.04","₹2,227.04",₹521.56,₹521.56,9.000184889,9.00%,"₹2,026.09","₹7,293.59",₹782.38,₹454.24,₹166.39,₹185.12,₹192.37,₹25.78,₹109.82,₹126.37
"₹53,786.14","₹53,786.14",61,61,2,2,Professional,Professional,Tier_1,"₹16,135.84","₹16,135.84",₹0.00,₹0.00,"₹1,140.86","₹1,140.86","₹7,696.28","₹7,696.28","₹3,809.10","₹3,809.10","₹2,228.44","₹2,228.44","₹1,792.35","₹1,792.35","₹2,688.24","₹2,688.24","₹2,139.67","₹2,139.67","₹3,439.94","₹3,439.94",₹585.85,₹585.85,13.81044953,13.81%,"₹7,428.11","₹12,129.58",₹884.42,₹217.99,₹563.54,₹419.53,₹619.09,₹8.83,₹163.34,₹138.97
"₹14,244.86","₹14,244.86",24,24,0,0,Student,Student,Tier_2,"₹2,848.97","₹2,848.97",₹0.00,₹0.00,₹484.23,₹484.23,"₹2,061.04","₹2,061.04","₹1,136.87","₹1,136.87",₹545.38,₹545.38,₹709.33,₹709.33,₹601.05,₹601.05,₹517.65,₹517.65,₹0.00,₹0.00,₹388.40,₹388.40,9.964236806,9.96%,"₹1,419.39","₹4,951.94",₹558.14,₹189.82,₹117.95,₹74.11,₹123.80,₹15.08,₹0.00,₹101.99
"₹31,050.73","₹31,050.73",54,54,1,1,Self_Employed,Self_Employed,Tier_2,"₹6,210.15","₹6,210.15",₹0.00,₹0.00,₹949.01,₹949.01,"₹3,683.54","₹3,683.54","₹1,857.52","₹1,857.52",₹863.94,₹863.94,"₹1,206.57","₹1,206.57","₹1,826.49","₹1,826.49","₹1,441.67","₹1,441.67","₹1,650.36","₹1,650.36",₹372.72,₹372.72,9.873730587,9.87%,"₹3,065.86","₹10,988.77","₹1,044.20",₹328.29,₹59.81,₹324.42,₹163.17,₹72.04,₹36.23,₹111.70
"₹51,970.89","₹51,970.89",43,43,2,2,Self_Employed,Self_Employed,Tier_2,"₹10,394.18","₹10,394.18","₹10,346.54","₹10,346.54","₹1,184.83","₹1,184.83","₹6,181.92","₹6,181.92","₹2,974.18","₹2,974.18","₹1,909.24","₹1,909.24","₹1,316.14","₹1,316.14","₹2,553.75","₹2,553.75","₹1,758.12","₹1,758.12","₹4,202.07","₹4,202.07",₹763.93,₹763.93,12.30141902,12.30%,"₹6,393.16","₹8,385.98",₹880.47,₹635.86,₹309.12,₹386.20,₹275.75,₹35.14,₹3.51,₹136.99
"₹5,748.59","₹5,748.59",45,45,0,0,Student,Student,Tier_2,"₹1,149.72","₹1,149.72",₹0.00,₹0.00,₹148.22,₹148.22,₹707.98,₹707.98,₹346.94,₹346.94,₹177.79,₹177.79,₹233.13,₹233.13,₹232.30,₹232.30,₹225.95,₹225.95,₹0.00,₹0.00,₹69.63,₹69.63,9.289260786,9.29%,₹534.00,"₹2,456.94",₹150.24,₹102.49,₹42.46,₹68.76,₹20.28,₹8.66,₹0.00,₹11.74
"₹163,776.46","₹163,776.46",21,21,4,4,Retired,Retired,Tier_2,"₹32,755.29","₹32,755.29",₹0.00,₹0.00,"₹7,908.72","₹7,908.72","₹22,181.53","₹22,181.53","₹11,593.00","₹11,593.00","₹3,487.26","₹3,487.26","₹6,926.74","₹6,926.74","₹8,354.25","₹8,354.25","₹5,356.06","₹5,356.06","₹10,368.69","₹10,368.69","₹4,460.84","₹4,460.84",23.49237137,23.49%,"₹38,474.97","₹50,384.08","₹1,588.61","₹2,987.16",₹223.96,"₹1,793.27","₹1,718.87",₹160.59,₹307.06,₹901.12
"₹23,919.07","₹23,919.07",49,49,2,2,Retired,Retired,Tier_2,"₹4,783.81","₹4,783.81","₹2,027.45","₹2,027.45",₹742.38,₹742.38,"₹2,418.99","₹2,418.99","₹1,536.61","₹1,536.61",₹610.69,₹610.69,₹486.47,₹486.47,"₹1,211.58","₹1,211.58",₹951.37,₹951.37,"₹1,989.24","₹1,989.24",₹491.72,₹491.72,7.178923354,7.18%,"₹1,717.13","₹6,668.74",₹695.42,₹251.79,₹73.26,₹28.75,₹273.28,₹19.24,₹6.01,₹33.82
"₹5,936.77","₹5,936.77",55,55,3,3,Professional,Professional,Tier_2,"₹1,187.35","₹1,187.35",₹331.28,₹331.28,₹158.15,₹158.15,₹711.97,₹711.97,₹407.94,₹407.94,₹244.44,₹244.44,₹195.85,₹195.85,₹380.26,₹380.26,₹231.99,₹231.99,₹336.59,₹336.59,₹142.41,₹142.41,7.757938824,7.76%,₹460.57,"₹1,608.53",₹140.65,₹111.12,₹52.15,₹30.25,₹35.08,₹9.74,₹15.46,₹36.78
"₹34,044.64","₹34,044.64",63,63,3,3,Retired,Retired,Tier_2,"₹6,808.93","₹6,808.93","₹3,036.04","₹3,036.04",₹846.32,₹846.32,"₹3,544.54","₹3,544.54","₹2,692.97","₹2,692.97","₹1,187.17","₹1,187.17","₹1,647.41","₹1,647.41","₹1,855.73","₹1,855.73","₹1,161.09","₹1,161.09","₹1,816.63","₹1,816.63",₹560.92,₹560.92,7.257520806,7.26%,"₹2,470.80","₹8,886.90",₹400.50,₹580.65,₹176.35,₹113.92,₹240.66,₹36.41,₹82.64,₹107.68
"₹30,813.48","₹30,813.48",26,26,3,3,Retired,Retired,Tier_2,"₹6,162.70","₹6,162.70",₹0.00,₹0.00,"₹1,161.91","₹1,161.91","₹4,089.77","₹4,089.77","₹2,038.37","₹2,038.37",₹834.12,₹834.12,"₹1,370.81","₹1,370.81","₹1,242.92","₹1,242.92","₹1,120.18","₹1,120.18","₹1,902.18","₹1,902.18",₹910.57,₹910.57,6.505478937,6.51%,"₹2,004.56","₹9,979.96",₹511.53,₹150.77,₹111.72,₹294.80,₹332.95,₹21.19,₹62.56,₹119.30
"₹28,097.54","₹28,097.54",53,53,0,0,Student,Student,Tier_2,"₹5,619.51","₹5,619.51",₹0.00,₹0.00,₹953.47,₹953.47,"₹3,236.42","₹3,236.42","₹1,964.13","₹1,964.13",₹605.74,₹605.74,₹734.53,₹734.53,"₹1,934.44","₹1,934.44",₹968.15,₹968.15,₹0.00,₹0.00,₹493.43,₹493.43,6.788982943,6.79%,"₹1,907.54","₹11,587.71",₹174.64,₹136.73,₹37.36,₹85.33,₹550.91,₹15.48,₹0.00,₹75.74
"₹66,297.37","₹66,297.37",43,43,0,0,Student,Student,Tier_2,"₹13,259.47","₹13,259.47",₹0.00,₹0.00,"₹2,004.44","₹2,004.44","₹6,843.12","₹6,843.12","₹3,632.48","₹3,632.48","₹2,196.00","₹2,196.00","₹1,931.87","₹1,931.87","₹4,257.28","₹4,257.28","₹3,314.76","₹3,314.76",₹0.00,₹0.00,"₹1,726.98","₹1,726.98",12.45074851,12.45%,"₹8,254.52","₹27,130.97",₹901.29,₹365.42,₹587.50,₹126.51,"₹1,026.37",₹134.32,₹0.00,₹417.05
"₹54,551.94","₹54,551.94",28,28,1,1,Professional,Professional,Tier_2,"₹10,910.39","₹10,910.39","₹5,523.47","₹5,523.47","₹1,693.51","₹1,693.51","₹5,752.42","₹5,752.42","₹3,258.17","₹3,258.17","₹1,616.19","₹1,616.19","₹2,171.46","₹2,171.46","₹2,253.57","₹2,253.57","₹2,631.87","₹2,631.87","₹4,982.29","₹4,982.29","₹1,099.03","₹1,099.03",14.5795662,14.58%,"₹7,953.44","₹12,659.57","₹1,098.17",₹471.51,₹279.22,₹413.93,₹219.93,₹116.09,₹127.21,₹80.09
"₹38,072.73","₹38,072.73",37,37,0,0,Retired,Retired,Tier_3,"₹5,710.91","₹5,710.91",₹0.00,₹0.00,₹992.37,₹992.37,"₹5,513.72","₹5,513.72","₹2,829.97","₹2,829.97","₹1,191.13","₹1,191.13","₹1,803.88","₹1,803.88","₹2,892.25","₹2,892.25","₹1,875.91","₹1,875.91",₹0.00,₹0.00,₹426.40,₹426.40,7.350938172,7.35%,"₹2,798.70","₹14,836.19",₹784.11,₹323.08,₹195.27,₹213.13,₹190.06,₹82.93,₹0.00,₹26.72
"₹43,005.24","₹43,005.24",55,55,2,2,Professional,Professional,Tier_2,"₹8,601.05","₹8,601.05",₹0.00,₹0.00,"₹1,823.08","₹1,823.08","₹6,128.13","₹6,128.13","₹2,152.46","₹2,152.46","₹1,222.89","₹1,222.89","₹1,993.06","₹1,993.06","₹2,668.04","₹2,668.04","₹1,655.87","₹1,655.87","₹2,193.93","₹2,193.93","₹1,005.28","₹1,005.28",12.81230069,12.81%,"₹5,509.96","₹13,561.45","₹1,378.15",₹388.22,₹177.16,₹546.89,₹264.75,₹5.13,₹69.66,₹160.47
"₹27,597.10","₹27,597.10",32,32,3,3,Student,Student,Tier_2,"₹5,519.42","₹5,519.42",₹0.00,₹0.00,"₹1,171.78","₹1,171.78","₹3,797.17","₹3,797.17","₹1,885.46","₹1,885.46","₹1,361.54","₹1,361.54",₹752.95,₹752.95,"₹2,098.15","₹2,098.15",₹872.22,₹872.22,"₹2,080.36","₹2,080.36",₹616.30,₹616.30,9.991068222,9.99%,"₹2,757.24","₹7,441.75",₹556.88,₹155.53,₹196.93,₹151.69,₹437.87,₹28.30,₹74.75,₹41.15
"₹124,162.36","₹124,162.36",52,52,4,4,Retired,Retired,Tier_3,"₹18,624.35","₹18,624.35",₹0.00,₹0.00,"₹2,604.19","₹2,604.19","₹14,147.91","₹14,147.91","₹9,050.47","₹9,050.47","₹5,506.95","₹5,506.95","₹5,021.70","₹5,021.70","₹7,095.90","₹7,095.90","₹4,213.64","₹4,213.64","₹11,959.34","₹11,959.34","₹3,031.42","₹3,031.42",18.66516553,18.67%,"₹23,175.11","₹42,906.46","₹4,130.60","₹1,321.41","₹1,239.41",₹824.40,"₹1,991.08",₹113.03,₹489.06,₹173.68
"₹9,187.47","₹9,187.47",26,26,3,3,Professional,Professional,Tier_2,"₹1,837.49","₹1,837.49",₹0.00,₹0.00,₹243.08,₹243.08,"₹1,147.43","₹1,147.43",₹549.81,₹549.81,₹270.28,₹270.28,₹339.25,₹339.25,₹407.22,₹407.22,₹399.29,₹399.29,₹522.38,₹522.38,₹243.32,₹243.32,6.184960471,6.18%,₹568.24,"₹3,227.93",₹276.47,₹140.15,₹62.12,₹66.13,₹29.01,₹11.27,₹10.56,₹42.54
"₹33,546.04","₹33,546.04",50,50,2,2,Professional,Professional,Tier_2,"₹6,709.21","₹6,709.21",₹0.00,₹0.00,₹732.78,₹732.78,"₹4,933.86","₹4,933.86","₹1,975.54","₹1,975.54","₹1,211.61","₹1,211.61","₹1,049.10","₹1,049.10","₹1,659.66","₹1,659.66","₹1,022.49","₹1,022.49","₹2,756.50","₹2,756.50",₹704.28,₹704.28,6.805117201,6.81%,"₹2,282.85","₹10,791.00",₹431.35,₹503.82,₹343.67,₹301.01,₹188.90,₹36.33,₹30.61,₹136.88
"₹31,601.89","₹31,601.89",28,28,4,4,Self_Employed,Self_Employed,Tier_1,"₹9,480.57","₹9,480.57","₹3,893.36","₹3,893.36",₹715.20,₹715.20,"₹4,537.27","₹4,537.27","₹1,782.43","₹1,782.43","₹1,168.49","₹1,168.49",₹917.44,₹917.44,"₹2,211.02","₹2,211.02","₹1,350.31","₹1,350.31","₹1,811.50","₹1,811.50",₹340.76,₹340.76,8.703922647,8.70%,"₹2,750.60","₹3,393.53",₹935.98,₹436.04,₹263.55,₹46.89,₹246.21,₹46.44,₹86.63,₹32.53
"₹57,502.11","₹57,502.11",39,39,1,1,Self_Employed,Self_Employed,Tier_1,"₹17,250.63","₹17,250.63","₹8,894.18","₹8,894.18","₹2,801.56","₹2,801.56","₹7,754.24","₹7,754.24","₹4,186.86","₹4,186.86","₹1,519.55","₹1,519.55","₹2,009.67","₹2,009.67","₹4,564.94","₹4,564.94","₹2,368.20","₹2,368.20","₹5,514.16","₹5,514.16",₹970.33,₹970.33,13.85310747,13.85%,₹0.00,-₹332.22,₹658.04,₹369.24,₹164.40,₹361.14,₹740.38,₹89.57,₹31.75,₹60.53
